Date,Grid Organi lbc (L1) [kW],Grid Organi lbc (L2) [kW],Grid Organi lbc (L3) [kW],Chargers (L1) [kW],Chargers (L2) [kW],Chargers (L3) [kW],Solar (L1) [kW],Solar (L2) [kW],Solar (L3) [kW],Chargers achteraan (L1) [kW],Chargers achteraan (L2) [kW],Chargers achteraan (L3) [kW]
2025-02-04 17:30:00,"17,625","14,758","13,785","3,803","3,814","3,778","0,037","0,035","0,04","3,766","3,763","3,754"
2025-02-04 17:15:00,"19,042","15,318","13,954","3,806","3,816","3,782","0,122","0,121","0,126","3,763","3,766","3,758"
2025-02-04 17:00:00,"20,576","15,875","14,811","3,77","3,779","3,746","0,239","0,239","0,244","4,828","4,811","4,822"
2025-02-04 16:45:00,"20,708","16,694","16,45","4,31","3,794","3,758","0,398","0,399","0,402","5,615","5,572","5,631"
2025-02-04 16:30:00,"22,784","16,782","16,456","6,615","3,802","3,766","0,49","0,495","0,496","5,491","5,493","5,47"
2025-02-04 16:15:00,"20,99","15,624","14,653","6,617","3,804","3,768","0,43","0,433","0,435","3,976","3,958","3,957"
2025-02-04 16:00:00,"22,16","17,091","16,084","8,344","5,542","5,496","0,549","0,554","0,553","3,753","3,754","3,74"
2025-02-04 15:45:00,"24,42","19,103","18,434","10,498","7,678","7,647","0,655","0,661","0,659","3,764","3,768","3,754"
2025-02-04 15:30:00,"26,845","21,169","20,878","10,516","7,726","7,664","0,622","0,628","0,626","6,106","6,077","6,094"
2025-02-04 15:15:00,"26,494","21,439","21,17","10,522","7,728","7,668","0,914","0,924","0,918","6,691","6,662","6,69"
2025-02-04 15:00:00,"25,538","19,976","19,574","10,512","7,726","7,666","1,008","1,02","1,013","5,257","5,227","5,265"
2025-02-04 14:45:00,"23,403","18,152","17,563","10,51","7,725","7,662","1,216","1,232","1,222","3,514","3,478","3,541"
2025-02-04 14:30:00,"19,852","15,07","14,145","10,53","7,736","7,678","1,089","1,104","1,096","0,019","0,028","0,026"
2025-02-04 14:15:00,"15,734","10,87","10,471","7,08","4,234","4,204","1,604","1,626","1,614","0,021","0,026","0,026"
2025-02-04 14:00:00,"18,22","13,404","13,227","9,456","6,613","6,57","1,301","1,319","1,308","0,02","0,028","0,027"
2025-02-04 13:45:00,"20,464","14,494","14,515","10,531","7,691","7,646","1,189","1,205","1,195","0,02","0,028","0,028"
2025-02-04 13:30:00,"22,654","16,786","17,048","10,5","7,668","7,622","1,272","1,29","1,278","2,369","2,345","2,381"
2025-02-04 13:15:00,"25,371","19,478","18,22","10,491","7,662","7,619","1,443","1,464","1,45","3,79","3,764","3,799"
2025-02-04 13:00:00,"25,527","19,82","19,503","10,524","7,688","7,646","1,956","1,984","1,967","5,858","5,84","5,86"
2025-02-04 12:45:00,"21,364","15,166","15,342","8,288","5,439","5,381","3,07","3,116","3,089","4,329","4,299","4,35"
2025-02-04 12:30:00,"12,45","5,99","5,521","2,898","0,036","0,02","4,012","4,072","4,036","0,023","0,024","0,023"
2025-02-04 12:15:00,"16,44","11,646","9,944","6,263","3,413","2,012","2,091","2,12","2,103","1,676","1,66","1,651"
2025-02-04 12:00:00,"22,413","17,184","14,382","9,765","6,911","4,215","1,934","1,96","1,946","4,134","4,106","4,086"
2025-02-04 11:45:00,"32,187","26,883","23,699","15,438","12,55","9,807","1,787","1,812","1,799","8,072","7,67","7,67"
2025-02-04 11:30:00,"37,835","29,827","28,397","15,721","13,133","11,662","1,705","1,731","1,718","12,202","10,012","10,034"
2025-02-04 11:15:00,"40,04","30,872","30,313","12,431","9,575","9,399","1,7","1,727","1,712","18,06","14,305","14,319"
2025-02-04 11:00:00,"42,112","34,477","33,651","7,329","4,85","4,846","1,578","1,602","1,589","24,972","21,109","21,092"
2025-02-04 10:45:00,"40,079","33,719","33,486","5,037","4,698","4,684","1,32","1,34","1,328","25,749","21,856","21,852"
2025-02-04 10:30:00,"40,043","33,571","33,397","3,777","3,782","3,769","1,052","1,066","1,058","26,558","22,706","22,659"
2025-02-04 10:15:00,"40,55","33,355","33,759","3,826","3,856","3,828","0,831","0,842","0,836","26,616","22,754","22,696"
2025-02-04 10:00:00,"40,457","33,304","33,823","1,239","1,247","1,232","0,688","0,696","0,692","29,113","25,258","25,192"
2025-02-04 09:45:00,"42,002","34,305","34,852","0,032","0,035","0,024","0,535","0,541","0,539","31,139","27,282","27,294"
2025-02-04 09:30:00,"46,465","39,574","39,812","0,031","0,035","0,025","0,411","0,415","0,416","36,177","32,16","32,307"
2025-02-04 09:15:00,"51,206","44,209","44,613","0,03","0,035","0,026","0,31","0,312","0,314","40,884","36,938","37,023"
2025-02-04 09:00:00,"55,246","48,646","47,792","0,056","0,056","0,027","0,208","0,208","0,213","43,986","40,033","40,121"
2025-02-04 08:45:00,"52,08","45,711","45,47","0,029","0,035","0,026","0,151","0,15","0,154","41,848","37,875","38,038"
2025-02-04 08:30:00,"42,114","36,328","36,095","0,895","0,896","0,884","0,071","0,069","0,074","31,516","27,625","27,696"
2025-02-04 08:15:00,"34,187","29,855","30,465","3,872","3,854","3,841","0,015","0,011","0,016","20,489","19,084","19,024"
2025-02-04 08:00:00,"29,522","26,524","27,221","3,877","3,859","3,846","0,001","-0,005",0,"16,136","16,116","16,084"
2025-02-04 07:45:00,"25,558","21,473","21,551","3,875","3,856","3,847",0,"-0,006","-0,001","11,579","11,575","11,5"
2025-02-04 07:30:00,"21,36","16,477","16,572","0,744","0,754","0,74",0,"-0,006","-0,001","9,757","9,735","9,744"
2025-02-04 07:15:00,"13,58","9,708","9,786","0,035","0,034","0,02",0,"-0,006","-0,001","3,856","3,86","3,839"
2025-02-04 07:00:00,"12,564","9,88","9,808","0,035","0,034","0,022",0,"-0,006","-0,001","3,884","3,885","3,867"
2025-02-04 06:45:00,"12,381","11,706","10,428","0,035","0,034","0,022",0,"-0,006","-0,001","3,88","3,88","3,863"
2025-02-04 06:30:00,"11,593","10,567","10,183","0,035","0,034","0,022",0,"-0,006","-0,001","3,884","3,884","3,862"
2025-02-04 06:15:00,"7,856","6,236","6,768","0,035","0,034","0,02",0,"-0,006","-0,001","0,856","0,848","0,857"
2025-02-04 06:00:00,"7,982","5,84","6,066","0,035","0,033","0,021",0,"-0,006","-0,001","0,024","0,025","0,028"
2025-02-04 05:45:00,"6,572","5,405","5,675","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,025","0,028"
2025-02-04 05:30:00,"6,544","4,101","5,014","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,025","0,028"
2025-02-04 05:15:00,"6,124","4,082","5,01","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,025","0,028"
2025-02-04 05:00:00,"6,176","4,063","4,956","0,035","0,033","0,021",0,"-0,006","-0,001","0,024","0,025","0,028"
2025-02-04 04:45:00,"6,124","4,049","4,897","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,025","0,028"
2025-02-04 04:30:00,"6,115","4,09","4,94","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,025","0,028"
2025-02-04 04:15:00,"6,263","4,085","4,925","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 04:00:00,"6,115","4,104","4,968","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 03:45:00,"6,059","4,059","4,906","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,025","0,028"
2025-02-04 03:30:00,"6,296","4,123","4,962","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,025","0,028"
2025-02-04 03:15:00,"6,272","4,15","4,996","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 03:00:00,"6,51","4,105","4,966","0,035","0,033","0,021",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 02:45:00,"6,212","4,116","4,921","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 02:30:00,"6,101","4,137","4,94","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 02:15:00,"6,234","4,203","5,062","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 02:00:00,"6,248","4,139","5,007","0,035","0,033","0,021",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 01:45:00,"6,128","4,079","4,93","0,035","0,035","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 01:30:00,"6,239","4,228","5,045","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 01:15:00,"6,3","4,235","5,031","0,035","0,035","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 01:00:00,"6,277","4,265","4,962","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 00:45:00,"6,217","4,418","4,992","0,035","0,035","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 00:30:00,"6,388","4,56","5,155","0,035","0,033","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 00:15:00,"6,326","4,58","5,16","0,035","0,035","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-04 00:00:00,"6,42","4,446","5,173","0,035","0,035","0,02",0,"-0,006","-0,001","0,024","0,026","0,028"
2025-02-03 23:45:00,"6,434","4,31","5,124","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,026","0,028"
2025-02-03 23:30:00,"6,729","4,252","5,096","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,026","0,028"
2025-02-03 23:15:00,"6,308","4,248","5,076","0,036","0,034","0,019",0,"-0,006","-0,001","0,025","0,026","0,028"
2025-02-03 23:00:00,"6,357","4,268","5,132","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,026","0,028"
2025-02-03 22:45:00,"6,532","4,361","5,231","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,026","0,028"
2025-02-03 22:30:00,"6,481","4,34","5,217","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 22:15:00,"6,186","4,115","4,966","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 22:00:00,"6,242","4,195","5,035","0,036","0,033","0,021",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 21:45:00,"6,718","4,314","5,153","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 21:30:00,"6,84","4,342","5,183","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 21:15:00,"6,689","4,294","5,208","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 21:00:00,"6,421","4,144","5,037","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 20:45:00,"6,68","4,227","5,092","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 20:30:00,"6,786","4,236","5,108","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 20:15:00,"6,752","4,244","5,138","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 20:00:00,"6,75","4,285","5,162","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 19:45:00,"6,782","4,361","5,211","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,026","0,028"
2025-02-03 19:30:00,"7,468","4,243","5,152","0,036","0,033","0,021",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 19:15:00,"7,063","4,158","5,094","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 19:00:00,"7,345","4,453","5,188","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,025","0,028"
2025-02-03 18:45:00,"7,757","5,43","5,193","0,036","0,034","0,02",0,"-0,006","-0,001","0,025","0,026","0,029"
2025-02-03 18:30:00,"8,118","5,524","5,207","0,036","0,033","0,02",0,"-0,006","-0,001","0,025","0,025","0,029"
2025-02-03 18:15:00,"8,658","6,048","5,213","0,036","0,032","0,02",0,"-0,006","-0,001","0,026","0,025","0,028"
2025-02-03 18:00:00,"9,025","6,167","5,183","0,036","0,032","0,02","-0,001","-0,007","-0,002","0,026","0,025","0,029"
2025-02-03 17:45:00,"9,592","6,408","5,166","0,036","0,032","0,021","0,002","-0,004",0,"0,026","0,025","0,029"
2025-02-03 17:30:00,"9,742","6,698","5,684","0,118","0,099","0,097","0,032","0,03","0,036","0,026","0,025","0,029"
2025-02-03 17:15:00,"11,502","9,327","8,359","0,036","0,032","0,022","0,114","0,112","0,119","2,711","2,687","2,705"
2025-02-03 17:00:00,"12,044","10,072","8,736","0,035","0,032","0,022","0,253","0,253","0,258","2,933","2,909","2,928"
2025-02-03 16:45:00,"11,184","9,08","7,635","0,035","0,033","0,021","0,386","0,388","0,391","1,916","1,902","1,904"
2025-02-03 16:30:00,"9,467","6,872","5,812","0,035","0,034","0,022","0,596","0,602","0,602","0,026","0,024","0,028"
2025-02-03 16:15:00,"8,848","6,304","5,096","0,035","0,034","0,022","0,968","0,979","0,975","0,024","0,024","0,027"
2025-02-03 16:00:00,"9,998","6,527","5,346","0,035","0,034","0,022","1,217","1,234","1,226","0,403","0,402","0,404"
2025-02-03 15:45:00,"12,833","9,749","8,552","0,035","0,034","0,022","1,558","1,579","1,569","3,862","3,859","3,843"
2025-02-03 15:30:00,"15,156","11,61","10,6","0,034","0,034","0,023","1,835","1,858","1,847","6,204","6,206","6,139"
2025-02-03 15:15:00,"15,186","11,829","10,811","0,034","0,034","0,023","2,117","2,143","2,13","6,771","6,768","6,725"
2025-02-03 15:00:00,"14,541","11,471","10,327","0,034","0,034","0,023","2,381","2,412","2,397","6,768","6,737","6,742"
2025-02-03 14:45:00,"13,74","10,288","9,164","0,034","0,034","0,022","2,67","2,705","2,69","5,796","5,807","5,742"
2025-02-03 14:30:00,"12,149","8,479","7,348","0,535","0,034","0,022","2,924","2,964","2,947","3,93","3,958","3,876"
2025-02-03 14:15:00,"14,766","8,121","7,17","2,848","0,035","0,022","3,078","3,122","3,103","3,909","3,942","3,876"
2025-02-03 14:00:00,"15,09","7,932","7,004","3,786","0,035","0,022","3,262","3,308","3,288","3,909","3,94","3,876"
2025-02-03 13:45:00,"16,9","9,674","8,714","3,789","0,035","0,022","3,544","3,595","3,572","5,972","6,083","5,982"
2025-02-03 13:30:00,"19,825","11,676","10,879","4,436","0,669","0,658","3,682","3,736","3,714","8,385","7,688","7,63"
2025-02-03 13:15:00,"23,501","14,38","12,985","6,77","2,991","2,988","3,747","3,802","3,778","9,809","7,694","7,633"
2025-02-03 13:00:00,"25,15","17,534","16,19","7,712","6,064","3,927","3,838","3,894","3,87","9,984","8,11","10,016"
2025-02-03 12:45:00,"25,84","21,512","16,231","7,733","7,732","3,943","3,893","3,95","3,924","9,994","10,174","10,115"
2025-02-03 12:30:00,"28,491","23,225","19,128","10,067","9,564","6,269","3,82","3,876","3,852","9,996","10,177","10,122"
2025-02-03 12:15:00,"31,857","27,342","24,431","14,061","13,831","10,255","3,767","3,823","3,798","9,981","10,168","11,723"
2025-02-03 12:00:00,"33,864","29,203","27,792","15,506","15,396","11,693","3,681","3,736","3,71","10,903","10,149","13,55"
2025-02-03 11:45:00,"35,131","30,39","30,436","15,478","15,469","11,666","3,483","3,532","3,508","11,998","11,374","15,824"
2025-02-03 11:30:00,"36,678","31,919","31,872","15,486","15,129","11,66","3,365","3,412","3,388","13,153","13,33","17,046"
2025-02-03 11:15:00,"36,069","33,262","32,354","13,805","15,207","11,66","3,129","3,172","3,151","13,603","13,785","17,475"
2025-02-03 11:00:00,"36,448","36,344","35,387","12,85","16,168","12,784","2,928","2,967","2,948","15,245","15,365","19,129"
2025-02-03 10:45:00,"40,434","40,266","39,798","10,866","14,486","10,83","2,381","2,413","2,397","21,011","21,053","24,901"
2025-02-03 10:30:00,"41,095","41,878","40,655","11,118","14,81","11,056","2,19","2,22","2,205","21,23","21,267","25,141"
2025-02-03 10:15:00,"39,542","39,263","38,875","10,16","13,638","10,108","1,51","1,532","1,521","19,767","19,781","23,654"
2025-02-03 10:00:00,"40,86","38,976","37,804","8,16","11,913","8,13","1,631","1,654","1,643","21,164","21,174","25,058"
2025-02-03 09:45:00,"43,514","42,803","41,701","11,366","14,516","11,301","1,389","1,408","1,399","21,118","21,122","25,007"
2025-02-03 09:30:00,"43,254","42,81","42,212","12,274","15,878","12,193","0,886","0,896","0,891","21,024","21,016","24,887"
2025-02-03 09:15:00,"40,626","40,366","39,633","9,133","12,905","9,126","0,755","0,762","0,759","21,198","21,199","25,113"
2025-02-03 09:00:00,"42,246","42,798","41,474","10,54","14,115","10,519","0,425","0,427","0,429","21,119","21,134","25,079"
2025-02-03 08:45:00,"38,435","38,58","34,6","7,846","11,63","7,844","0,239","0,239","0,243","19,263","19,213","19,47"
2025-02-03 08:30:00,"36,252","35,728","33,02","11,027","13,552","10,988","0,142","0,14","0,145","15,061","15,008","15,076"
2025-02-03 08:15:00,"29,373","26,568","25,592","9,953","9,866","9,916","0,058","0,056","0,06","9,713","9,734","9,714"
2025-02-03 08:00:00,"25,873","21,821","21,47","7,318","7,224","7,275","0,009","0,005","0,01","8,238","8,26","8,24"
2025-02-03 07:45:00,"23,349","18,662","18,906","7,337","7,248","7,294","0,001","-0,006",0,"5,745","5,725","5,71"
2025-02-03 07:30:00,"18,291","16,31","15,184","5,146","5,112","5,101",0,"-0,006","-0,001","3,609","3,562","3,553"
2025-02-03 07:15:00,"9,873","7,01","7,511","0,84","0,831","0,81",0,"-0,006","-0,001","1,629","1,649","1,602"
2025-02-03 07:00:00,"6,759","4,364","5,043","0,035","0,033","0,021",0,"-0,006","-0,001","0,024","0,022","0,026"
2025-02-03 06:45:00,"6,702","4,16","4,808","0,036","0,033","0,02",0,"-0,006","-0,001","0,024","0,023","0,025"
2025-02-03 06:30:00,"6,608","4,244","4,882","0,036","0,033","0,021",0,"-0,006","-0,001","0,024","0,023","0,025"
2025-02-03 06:15:00,"6,638","4,214","4,851","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,025"
2025-02-03 06:00:00,"6,58","4,262","4,968","0,035","0,033","0,022",0,"-0,006","-0,001","0,024","0,022","0,025"
2025-02-03 05:45:00,"6,774","4,285","4,995","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,025"
2025-02-03 05:30:00,"6,646","4,213","4,911","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 05:15:00,"6,454","4,219","4,898","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 05:00:00,"6,896","4,201","4,876","0,034","0,033","0,022",0,"-0,006","-0,001","0,024","0,022","0,025"
2025-02-03 04:45:00,"6,418","4,256","4,982","0,035","0,034","0,022",0,"-0,006","-0,001","0,024","0,023","0,025"
2025-02-03 04:30:00,"6,24","4,279","4,908","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 04:15:00,"6,403","4,283","4,95","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 04:00:00,"6,384","4,245","4,984","0,035","0,034","0,022",0,"-0,006","-0,001","0,024","0,023","0,025"
2025-02-03 03:45:00,"6,253","4,256","4,86","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 03:30:00,"6,253","4,283","4,925","0,035","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 03:15:00,"6,517","4,233","4,962","0,035","0,034","0,022",0,"-0,006","-0,001","0,024","0,023","0,025"
2025-02-03 03:00:00,"6,304","4,282","4,916","0,035","0,033","0,021",0,"-0,006","-0,001","0,024","0,023","0,025"
2025-02-03 02:45:00,"6,252","4,168","4,846","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,024"
2025-02-03 02:30:00,"6,296","4,214","4,978","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 02:15:00,"6,302","4,262","4,937","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,024","0,024"
2025-02-03 02:00:00,"6,417","4,283","4,933","0,034","0,034","0,021",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 01:45:00,"6,397","4,143","5,084","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 01:30:00,"6,406","4,006","5,103","0,035","0,035","0,02",0,"-0,006","-0,001","0,024","0,024","0,024"
2025-02-03 01:15:00,"6,763","4,028","4,865","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 01:00:00,"6,361","4,214","4,996","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 00:45:00,"6,286","4,166","4,832","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 00:30:00,"6,194","4,293","4,851","0,035","0,033","0,021",0,"-0,006","-0,001","0,024","0,023","0,025"
2025-02-03 00:15:00,"6,439","4,289","4,885","0,035","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"
2025-02-03 00:00:00,"6,257","4,169","4,958","0,036","0,034","0,02",0,"-0,006","-0,001","0,024","0,023","0,024"